From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),VWS (m/s),Xylene (ug/m3),RF (mm),AT (degree C)
2023-01-09 18:00:00,2023-01-09 19:00:00,67.5,102.75,18.02,62.0,47.62,8.57,7.7,1.17,30.8,3.0,5.55,30.42,78.25,0.82,224.25,10.0,,-0.12,1.07,0.0,19.73
2023-01-09 19:00:00,2023-01-09 20:00:00,80.75,124.5,12.57,55.62,39.85,6.03,13.98,0.99,37.88,3.25,5.77,30.4,79.75,1.15,220.75,10.0,,-0.2,1.15,0.0,19.43
2023-01-09 20:00:00,2023-01-09 21:00:00,81.0,110.75,13.23,54.62,39.77,6.45,13.47,1.05,35.4,2.92,5.35,30.35,82.25,1.0,224.75,11.0,,-0.15,1.02,0.0,19.05
2023-01-09 21:00:00,2023-01-09 22:00:00,82.25,107.5,15.5,56.83,42.83,6.62,9.98,1.0,30.9,3.4,8.25,30.35,83.75,0.88,226.25,11.0,,-0.18,1.55,0.0,18.75
2023-01-09 22:00:00,2023-01-09 23:00:00,77.5,103.25,19.85,60.55,48.38,6.4,8.28,1.08,28.2,3.48,6.1,30.33,86.0,0.77,223.75,12.0,,-0.1,1.07,0.0,18.48
2023-01-09 23:00:00,2023-01-10 00:00:00,79.75,112.75,29.57,67.2,59.73,6.4,8.75,1.02,24.25,3.2,5.15,30.33,87.0,0.5,232.5,13.75,,-0.1,0.97,0.0,18.05
2023-01-10 00:00:00,2023-01-10 01:00:00,80.0,109.5,19.83,57.5,46.7,5.97,7.38,0.86,28.38,2.88,3.9,30.33,86.0,0.82,223.5,12.0,,-0.1,0.8,0.0,18.0
2023-01-10 01:00:00,2023-01-10 02:00:00,72.0,100.5,9.88,45.43,32.17,5.7,8.72,0.82,32.88,2.67,3.0,30.3,85.5,0.82,222.0,11.5,,-0.1,0.68,0.0,17.85
2023-01-10 02:00:00,2023-01-10 03:00:00,63.5,92.25,8.32,44.75,30.52,6.0,8.57,0.77,34.75,2.0,2.62,30.38,84.25,1.05,220.5,11.0,,-0.1,0.77,0.0,17.85
2023-01-10 03:00:00,2023-01-10 04:00:00,57.5,82.5,20.32,53.4,44.9,7.62,9.02,0.87,29.53,2.5,2.38,30.77,84.0,1.05,220.75,11.0,,-0.15,0.62,0.0,17.6
2023-01-10 04:00:00,2023-01-10 05:00:00,66.0,90.25,14.83,55.53,41.62,4.8,11.05,0.84,28.1,2.0,2.05,30.35,84.5,0.85,216.5,11.0,,-0.1,0.6,0.0,17.45
2023-01-10 05:00:00,2023-01-10 06:00:00,75.0,96.25,17.48,59.12,45.65,5.83,10.95,0.85,27.8,2.45,1.77,30.33,85.5,1.1,218.5,11.0,,-0.15,0.53,0.0,17.45
2023-01-10 06:00:00,2023-01-10 07:00:00,64.0,83.75,16.1,57.97,43.9,7.1,9.2,0.84,30.28,2.3,2.55,30.33,84.25,0.95,227.5,12.5,,-0.2,0.47,0.0,17.6
2023-01-10 07:00:00,2023-01-10 08:00:00,58.25,80.0,16.7,55.58,43.12,5.2,8.25,0.91,31.9,2.67,3.5,30.35,80.75,1.2,217.25,41.5,,-0.17,0.8,0.0,18.15
2023-01-10 08:00:00,2023-01-10 09:00:00,58.25,83.75,15.27,55.7,42.02,5.78,9.3,0.92,33.35,2.8,3.98,30.33,74.25,1.15,219.0,184.75,,-0.17,0.88,0.0,19.65
2023-01-10 09:00:00,2023-01-10 10:00:00,54.5,92.75,7.22,44.9,29.8,6.65,10.35,0.88,39.2,2.98,5.75,30.4,67.25,1.45,195.0,362.25,,-0.2,0.95,0.0,21.0
2023-01-10 10:00:00,2023-01-10 11:00:00,47.75,82.75,8.33,43.5,29.88,7.0,9.85,0.82,37.65,2.35,4.5,31.18,63.5,1.4,184.5,464.5,,-0.15,0.85,0.0,21.95
2023-01-10 11:00:00,2023-01-10 12:00:00,40.25,72.0,6.35,36.2,24.45,7.45,9.75,0.72,37.08,2.65,3.48,30.3,61.0,1.38,175.0,516.25,,-0.05,0.9,0.0,22.52
2023-01-10 12:00:00,2023-01-10 13:00:00,40.5,67.5,6.4,31.47,21.9,6.33,7.38,0.74,37.55,2.17,2.88,29.9,58.25,1.38,164.0,516.25,,-0.1,0.83,0.0,22.87
2023-01-10 13:00:00,2023-01-10 14:00:00,47.75,63.5,7.65,34.75,24.7,6.52,6.35,0.8,37.88,1.9,2.75,29.98,61.25,1.43,157.0,105.5,,-0.1,0.65,0.0,22.35
2023-01-10 14:00:00,2023-01-10 15:00:00,46.75,65.75,7.6,33.08,23.78,8.43,5.97,0.88,40.48,1.78,2.12,34.4,63.75,1.32,154.25,44.0,,-0.12,0.62,0.0,22.15
2023-01-10 15:00:00,2023-01-10 16:00:00,45.25,68.0,5.12,32.1,21.25,7.02,7.65,0.58,38.6,1.92,2.17,32.23,64.0,1.25,135.75,64.0,,-0.17,0.78,0.0,21.97
2023-01-10 16:00:00,2023-01-10 17:00:00,46.25,81.75,7.38,37.75,26.05,6.8,8.25,0.74,37.52,1.98,3.12,30.57,67.0,1.02,147.0,28.25,,-0.2,0.57,0.0,21.47
2023-01-10 17:00:00,2023-01-10 18:00:00,57.75,121.75,9.3,46.8,32.45,7.0,7.6,1.03,36.0,2.3,3.47,30.6,74.0,0.95,148.0,18.75,,-0.2,0.75,0.0,20.7
2023-01-10 18:00:00,2023-01-10 19:00:00,64.75,119.25,11.75,56.85,39.8,7.6,7.98,1.13,34.55,2.27,3.75,30.6,78.5,0.82,160.5,11.25,,-0.2,0.75,0.0,19.93
2023-01-10 19:00:00,2023-01-10 20:00:00,73.5,122.25,13.47,60.95,43.4,7.88,10.07,1.19,36.75,3.17,5.52,30.58,81.0,0.95,163.5,11.0,,-0.2,1.18,0.0,19.58
2023-01-10 20:00:00,2023-01-10 21:00:00,84.75,121.25,14.35,61.62,44.42,7.15,10.05,1.15,35.47,3.55,7.15,30.58,82.75,0.88,158.0,11.5,,-0.2,1.3,0.0,19.25
2023-01-10 21:00:00,2023-01-10 22:00:00,85.25,124.25,19.17,70.1,52.9,7.93,10.75,1.08,31.38,3.15,6.57,30.55,83.75,0.82,164.25,12.0,,-0.2,1.45,0.0,18.98
2023-01-10 22:00:00,2023-01-10 23:00:00,82.5,122.25,17.4,68.7,50.7,7.85,9.4,1.09,30.7,3.85,7.22,30.55,84.5,0.82,155.0,11.75,,-0.2,1.5,0.0,18.72
2023-01-10 23:00:00,2023-01-11 00:00:00,88.0,122.0,20.05,67.0,51.92,6.63,9.25,0.94,31.05,2.83,4.68,30.55,80.75,0.77,160.25,11.5,,-0.2,0.8,0.0,18.62
2023-01-11 00:00:00,2023-01-11 01:00:00,78.0,111.5,9.0,53.4,35.73,6.35,9.3,0.78,36.73,2.3,3.82,30.58,75.0,0.62,161.25,11.0,,-0.2,0.7,0.0,18.48
2023-01-11 01:00:00,2023-01-11 02:00:00,64.25,86.25,10.78,54.62,37.88,7.17,10.05,0.78,34.83,2.25,2.48,30.58,75.5,0.35,161.75,11.0,,-0.2,0.7,0.0,18.05
2023-01-11 02:00:00,2023-01-11 03:00:00,60.0,79.5,9.0,53.72,35.9,7.35,9.72,0.8,34.25,2.08,2.4,30.57,78.25,0.32,152.5,11.5,,-0.2,0.55,0.0,17.68
2023-01-11 03:00:00,2023-01-11 04:00:00,64.5,87.25,19.68,78.12,57.55,8.45,9.65,0.91,18.07,1.8,1.32,30.85,76.0,0.35,159.5,11.25,,-0.2,0.57,0.0,17.6
2023-01-11 04:00:00,2023-01-11 05:00:00,68.75,93.0,15.87,76.55,53.65,7.12,9.5,0.84,20.68,1.5,1.38,30.6,74.25,0.45,194.75,11.0,,-0.2,0.65,0.0,17.57
2023-01-11 05:00:00,2023-01-11 06:00:00,62.25,76.5,18.15,69.72,51.85,5.62,9.4,0.7,22.97,2.2,1.98,30.58,66.5,0.6,242.25,10.75,,-0.2,0.47,0.0,17.83
2023-01-11 06:00:00,2023-01-11 07:00:00,44.5,65.25,25.52,73.82,60.05,6.8,7.65,0.78,20.62,1.77,1.3,30.52,64.25,0.58,239.25,12.5,,-0.2,0.57,0.0,17.82
2023-01-11 07:00:00,2023-01-11 08:00:00,42.75,68.75,26.9,66.47,57.22,6.12,4.95,0.82,19.45,2.35,3.33,30.52,60.0,0.53,194.5,41.75,,-0.2,0.65,0.0,18.77
2023-01-11 08:00:00,2023-01-11 09:00:00,39.75,56.25,31.1,62.1,58.35,4.83,5.4,0.74,19.98,2.83,3.88,30.52,54.0,0.8,171.25,189.75,,-0.2,0.83,0.0,21.02
2023-01-11 09:00:00,2023-01-11 10:00:00,31.75,46.25,23.43,53.7,47.65,5.22,5.2,0.65,25.7,2.67,5.6,30.62,49.5,1.07,127.75,378.5,,-0.2,1.32,0.0,23.0
2023-01-11 10:00:00,2023-01-11 11:00:00,29.25,45.25,14.35,50.53,38.58,7.28,7.5,0.73,29.0,2.22,4.0,31.25,52.0,1.05,88.0,472.5,,-0.2,0.92,0.0,23.67
2023-01-11 11:00:00,2023-01-11 12:00:00,32.75,57.75,8.25,39.45,27.7,7.7,9.7,0.64,32.7,2.17,6.55,30.28,54.25,1.15,70.5,525.5,,-0.2,0.62,0.0,23.7
2023-01-11 12:00:00,2023-01-11 13:00:00,34.75,57.75,6.83,35.47,24.43,7.23,9.8,0.8,33.7,2.35,9.38,30.78,56.25,1.27,52.5,531.25,,-0.15,0.75,0.0,23.65
2023-01-11 13:00:00,2023-01-11 14:00:00,42.25,59.0,7.2,34.92,24.43,8.17,8.57,0.98,37.0,1.65,7.0,32.85,59.0,1.23,36.0,100.0,,-0.2,0.7,0.0,23.33
2023-01-11 14:00:00,2023-01-11 15:00:00,40.25,61.5,5.1,36.9,23.77,33.62,9.03,0.98,38.9,1.12,4.77,31.33,62.0,1.15,32.0,39.25,,-0.12,0.65,0.0,22.7
2023-01-11 15:00:00,2023-01-11 16:00:00,41.25,74.5,8.07,40.83,28.25,5.68,7.57,1.0,34.6,1.58,4.62,30.62,60.75,1.0,45.67,66.25,,-0.1,0.6,0.0,22.6
2023-01-11 16:00:00,2023-01-11 17:00:00,44.75,66.75,8.07,45.02,30.52,5.28,7.95,1.01,33.88,1.18,3.33,30.4,64.0,0.9,79.33,23.25,,-0.1,0.58,0.0,21.92
2023-01-11 17:00:00,2023-01-11 18:00:00,54.5,78.0,15.93,57.92,43.77,7.9,7.93,1.24,26.25,1.25,4.03,30.38,71.0,0.68,44.0,15.25,,-0.1,0.68,0.0,21.12
2023-01-11 18:00:00,2023-01-11 19:00:00,62.0,92.0,15.33,62.4,45.67,7.3,6.73,1.28,26.25,1.68,5.85,30.35,77.5,0.97,235.75,10.0,,-0.1,0.88,0.0,20.4
2023-01-11 19:00:00,2023-01-11 20:00:00,72.5,108.25,21.1,72.4,55.7,7.15,6.2,1.29,22.9,2.6,10.43,30.38,80.5,0.78,275.0,10.0,,-0.1,0.9,0.0,20.0
2023-01-11 20:00:00,2023-01-11 21:00:00,77.0,111.0,22.88,75.67,58.85,6.93,4.75,1.37,20.8,3.0,11.75,30.38,83.5,0.65,198.0,10.0,,-0.1,1.4,0.0,19.52
2023-01-11 21:00:00,2023-01-11 22:00:00,77.0,109.5,38.92,87.23,77.95,7.45,3.9,1.46,13.53,3.98,15.53,30.35,87.25,0.4,180.0,12.25,,-0.1,1.85,0.0,19.07
2023-01-11 22:00:00,2023-01-11 23:00:00,76.75,117.0,33.33,79.0,69.1,4.58,4.25,1.27,18.55,4.32,14.62,30.35,87.25,0.55,279.33,12.25,,-0.1,1.32,0.0,19.0
2023-01-11 23:00:00,2023-01-12 00:00:00,77.5,124.0,38.15,81.2,74.25,5.58,4.88,1.08,20.38,3.97,14.5,30.35,83.25,0.4,235.75,10.5,,-0.1,1.25,0.0,18.75
2023-01-12 00:00:00,2023-01-12 01:00:00,80.0,114.75,37.27,81.72,73.8,3.88,5.7,0.93,17.57,3.25,11.9,30.33,80.75,0.3,351.75,9.75,,-0.1,1.25,0.0,17.85
2023-01-12 01:00:00,2023-01-12 02:00:00,70.5,98.25,16.17,67.38,48.98,3.08,5.18,0.81,24.05,2.65,10.1,30.35,82.5,0.3,352.0,10.0,,-0.1,0.73,0.0,17.55
2023-01-12 02:00:00,2023-01-12 03:00:00,59.5,77.5,8.95,60.98,39.7,4.42,4.8,0.8,27.8,2.12,8.57,30.4,82.75,0.3,351.25,10.0,,-0.1,0.53,0.0,17.3
2023-01-12 03:00:00,2023-01-12 04:00:00,56.5,73.5,8.9,70.17,44.55,5.88,6.22,0.83,16.2,1.38,4.65,30.88,77.75,0.3,349.25,10.0,,-0.1,0.68,0.0,17.15
2023-01-12 04:00:00,2023-01-12 05:00:00,56.0,69.75,31.27,89.28,72.92,8.22,10.07,1.07,10.05,1.52,4.58,30.38,74.25,0.3,351.0,10.0,,-0.12,0.73,0.0,17.1
2023-01-12 05:00:00,2023-01-12 06:00:00,64.5,81.5,21.62,81.47,60.95,3.93,10.1,0.86,16.58,1.7,3.88,30.38,72.5,0.3,350.75,10.0,,-0.1,0.8,0.0,17.05
2023-01-12 06:00:00,2023-01-12 07:00:00,62.5,109.75,43.05,90.47,83.15,6.72,12.1,1.1,16.15,1.92,4.15,30.38,70.75,0.3,351.0,11.25,,-0.1,0.57,0.0,17.07
2023-01-12 07:00:00,2023-01-12 08:00:00,96.25,182.5,75.83,102.9,116.38,7.22,12.93,1.41,10.9,3.42,7.28,30.35,63.25,0.3,351.5,45.75,,-0.12,1.08,0.0,17.93
2023-01-12 08:00:00,2023-01-12 09:00:00,103.25,141.25,70.4,85.9,102.9,4.4,16.42,0.97,12.32,6.32,10.23,30.45,51.25,0.3,349.0,187.25,,-0.1,1.2,0.0,21.0
2023-01-12 09:00:00,2023-01-12 10:00:00,44.25,74.75,41.02,69.3,70.2,1.83,13.65,0.56,23.2,4.33,10.88,30.55,45.0,0.55,21.0,381.0,,-0.1,1.25,0.0,24.2
2023-01-12 10:00:00,2023-01-12 11:00:00,25.75,44.75,26.12,62.65,54.52,2.55,10.1,0.71,26.52,2.6,8.9,31.38,46.0,0.65,47.0,477.75,,-0.1,1.0,0.0,24.73
2023-01-12 11:00:00,2023-01-12 12:00:00,22.25,45.25,23.1,57.75,49.45,6.2,8.55,0.76,26.0,2.5,8.7,31.98,45.5,0.62,160.0,533.75,,-0.1,0.88,0.0,25.27
2023-01-12 12:00:00,2023-01-12 13:00:00,21.75,41.0,11.5,50.1,36.0,3.6,7.05,0.65,26.17,1.6,5.95,30.38,43.0,0.77,60.67,541.75,,-0.1,0.68,0.0,25.45
2023-01-12 13:00:00,2023-01-12 14:00:00,19.0,42.0,7.0,40.17,27.02,5.12,6.75,0.65,30.05,0.5,2.73,30.35,44.75,0.83,36.25,88.5,,-0.1,0.85,0.0,24.7
2023-01-12 14:00:00,2023-01-12 15:00:00,21.0,33.75,8.1,33.75,24.55,5.9,6.65,0.64,30.75,0.0,2.02,31.12,43.25,0.9,63.0,33.0,,-0.2,0.7,0.0,23.93
2023-01-12 15:00:00,2023-01-12 16:00:00,18.75,31.5,7.18,38.7,26.45,4.8,7.25,0.69,30.93,0.0,1.85,30.82,48.0,0.88,115.25,73.75,,-0.2,0.62,0.0,23.57
2023-01-12 16:00:00,2023-01-12 17:00:00,24.5,47.0,11.18,46.27,33.73,5.97,9.05,0.81,28.77,0.15,2.2,30.58,55.5,0.67,152.25,24.0,,-0.2,0.62,0.0,22.73
2023-01-12 17:00:00,2023-01-12 18:00:00,35.5,55.0,12.65,51.17,37.47,6.62,7.45,0.88,23.68,1.0,2.15,30.75,64.0,0.45,146.33,16.75,,-0.2,0.75,0.0,21.42
2023-01-12 18:00:00,2023-01-12 19:00:00,43.25,67.0,36.98,72.05,68.38,8.53,6.55,1.29,11.52,0.8,2.27,30.7,70.75,0.3,237.67,10.75,,-0.2,0.88,0.0,20.12
2023-01-12 19:00:00,2023-01-12 20:00:00,64.0,89.0,54.58,84.82,89.5,8.38,7.45,1.53,7.15,2.38,6.88,30.63,75.25,0.3,346.25,10.75,,-0.2,1.2,0.0,19.35
2023-01-12 20:00:00,2023-01-12 21:00:00,68.75,101.0,51.27,78.8,83.6,5.0,6.4,1.2,9.68,3.6,10.85,30.58,79.0,0.3,345.75,10.75,,-0.2,1.55,0.0,19.02
2023-01-12 21:00:00,2023-01-12 22:00:00,62.0,93.5,39.9,70.22,69.75,4.97,4.65,0.97,13.65,3.77,10.38,30.6,70.75,0.3,334.0,11.0,,-0.2,1.77,0.0,19.2
2023-01-12 22:00:00,2023-01-12 23:00:00,48.25,66.0,49.35,70.65,77.68,4.62,4.88,0.75,13.15,2.45,5.7,30.6,55.75,0.3,341.75,11.0,,-0.2,1.12,0.0,19.65
2023-01-12 23:00:00,2023-01-13 00:00:00,31.0,47.5,43.5,71.9,73.6,3.83,4.72,0.43,8.88,2.28,4.22,30.5,55.5,0.3,348.0,10.75,,-0.2,1.15,0.0,19.25
2023-01-13 00:00:00,2023-01-13 01:00:00,27.75,44.5,37.62,67.42,66.47,3.47,5.4,0.7,14.7,1.48,2.23,30.5,64.25,0.3,41.0,10.0,,-0.2,0.65,0.0,18.62
2023-01-13 01:00:00,2023-01-13 02:00:00,41.0,60.0,23.08,61.53,51.5,4.9,4.85,0.72,13.82,0.97,0.5,30.48,71.0,0.3,41.0,11.0,,-0.2,0.73,0.0,17.88
2023-01-13 02:00:00,2023-01-13 03:00:00,25.75,35.5,11.8,47.28,34.72,2.77,3.5,0.45,18.05,0.7,0.0,30.52,58.75,0.3,41.0,11.0,,-0.2,0.68,0.0,17.9
2023-01-13 03:00:00,2023-01-13 04:00:00,15.75,23.0,8.3,43.05,29.65,4.7,3.05,0.5,20.5,0.0,0.0,31.12,58.25,0.3,41.0,11.0,,-0.2,0.6,0.0,17.92
2023-01-13 04:00:00,2023-01-13 05:00:00,14.5,18.0,3.08,37.75,22.62,3.95,3.3,0.42,24.0,0.0,0.0,30.58,56.5,0.3,41.0,11.0,,-0.2,0.5,0.0,17.85
2023-01-13 05:00:00,2023-01-13 06:00:00,12.0,28.0,3.15,35.25,21.3,4.5,3.92,0.37,22.35,0.0,0.0,30.55,44.75,0.3,41.0,10.75,,-0.2,0.47,0.0,18.0
2023-01-13 06:00:00,2023-01-13 07:00:00,9.25,52.5,6.17,49.48,31.32,4.95,3.15,0.48,14.28,0.0,0.0,30.48,46.75,0.3,41.0,12.0,,-0.2,0.7,0.0,18.02
2023-01-13 07:00:00,2023-01-13 08:00:00,16.0,60.25,43.78,64.95,70.12,7.85,4.1,0.83,10.72,0.0,0.0,30.45,47.0,0.3,41.0,54.25,,-0.17,0.65,0.0,18.6
2023-01-13 08:00:00,2023-01-13 09:00:00,31.0,47.25,46.83,65.53,72.9,3.5,4.85,0.69,12.72,2.0,3.0,30.6,43.75,0.3,42.0,176.25,,-0.12,1.05,0.0,21.32
2023-01-13 09:00:00,2023-01-13 10:00:00,23.5,37.75,27.48,52.67,50.35,3.9,12.7,0.62,19.35,1.83,4.03,30.55,50.75,0.4,119.33,370.75,,-0.2,1.02,0.0,24.0
2023-01-13 10:00:00,2023-01-13 11:00:00,29.0,56.5,15.92,47.3,38.1,5.6,18.7,0.77,23.73,2.55,6.3,31.53,55.25,0.62,149.75,409.25,,-0.2,1.43,0.0,23.88
2023-01-13 11:00:00,2023-01-13 12:00:00,33.75,69.25,9.25,45.4,31.7,7.0,12.0,0.81,30.95,2.3,4.75,32.17,56.0,0.75,176.75,464.0,,-0.2,0.85,0.0,23.85
2023-01-13 12:00:00,2023-01-13 13:00:00,36.5,66.0,6.67,40.77,27.1,5.37,12.82,0.7,32.12,2.07,4.08,32.2,53.75,0.8,105.25,521.25,,-0.2,0.67,0.0,24.0
2023-01-13 13:00:00,2023-01-13 14:00:00,31.75,62.0,4.53,33.35,21.38,5.75,13.1,0.56,35.05,0.95,2.15,31.2,56.0,0.95,155.75,108.25,,-0.2,0.62,0.0,23.48
2023-01-13 14:00:00,2023-01-13 15:00:00,38.0,59.75,6.15,36.5,24.4,5.18,12.88,0.58,34.65,1.12,2.1,30.57,58.25,1.0,140.5,45.25,,-0.2,0.65,0.0,23.02
2023-01-13 15:00:00,2023-01-13 16:00:00,32.25,60.5,9.0,39.4,28.28,5.88,11.55,0.65,32.15,1.07,2.9,30.85,58.75,0.95,148.5,78.25,,-0.2,0.88,0.0,22.98
2023-01-13 16:00:00,2023-01-13 17:00:00,35.75,57.75,11.52,48.55,35.22,5.57,10.32,0.72,27.55,0.92,2.38,30.55,62.75,0.52,164.25,31.75,,-0.2,0.85,0.0,22.43
2023-01-13 17:00:00,2023-01-13 18:00:00,46.5,69.0,27.02,66.53,57.38,7.17,10.02,0.88,17.35,1.12,2.27,30.5,68.5,0.5,123.25,21.75,,-0.2,0.93,0.0,21.4
2023-01-13 18:00:00,2023-01-13 19:00:00,54.0,86.25,41.33,74.47,73.25,8.6,9.62,1.17,14.25,1.83,2.78,30.5,74.0,0.35,172.5,11.0,,-0.2,0.9,0.0,20.12
2023-01-13 19:00:00,2023-01-13 20:00:00,56.25,83.0,42.87,70.38,72.25,5.65,10.4,1.12,13.6,2.58,5.35,30.55,77.75,0.4,157.75,10.25,,-0.2,1.15,0.0,19.68
2023-01-13 20:00:00,2023-01-13 21:00:00,63.75,79.5,46.35,70.72,75.28,3.98,9.52,1.14,13.87,4.42,8.72,30.55,79.75,0.33,251.0,10.75,,-0.2,1.93,0.0,19.42
2023-01-13 21:00:00,2023-01-13 22:00:00,62.25,75.75,48.2,70.95,76.92,5.73,9.68,1.0,11.02,3.9,6.33,30.52,72.5,0.3,307.0,10.0,,-0.2,1.7,0.0,18.98
2023-01-13 22:00:00,2023-01-13 23:00:00,49.75,67.75,35.7,64.33,63.25,4.25,9.7,0.72,15.5,2.98,5.8,30.55,64.75,0.3,348.75,10.25,,-0.2,1.05,0.0,19.15
2023-01-13 23:00:00,2023-01-14 00:00:00,44.0,61.25,33.03,64.53,61.15,4.05,9.27,0.51,16.23,2.25,3.83,30.5,63.5,0.3,342.5,10.25,,-0.2,0.8,0.0,19.07
2023-01-14 00:00:00,2023-01-14 01:00:00,42.0,56.25,32.85,62.38,59.85,4.38,7.12,0.75,18.2,2.23,2.75,30.48,68.0,0.3,349.0,10.0,,-0.2,0.9,0.0,18.65
2023-01-14 01:00:00,2023-01-14 02:00:00,55.75,69.75,17.23,48.92,40.05,4.17,6.28,0.74,23.25,2.3,2.47,30.48,72.75,0.3,348.5,11.0,,-0.2,0.5,0.0,18.3
2023-01-14 02:00:00,2023-01-14 03:00:00,53.0,68.5,10.08,42.12,30.62,4.25,4.0,0.53,23.4,1.23,2.2,30.6,58.75,0.3,309.25,11.0,,-0.2,0.4,0.0,18.12
2023-01-14 03:00:00,2023-01-14 04:00:00,36.5,40.5,45.25,72.65,75.45,8.45,6.17,0.96,10.57,1.12,4.08,31.0,61.5,0.3,298.75,10.75,,-0.2,0.5,0.0,17.6
2023-01-14 04:00:00,2023-01-14 05:00:00,57.25,67.75,14.25,55.12,40.87,4.32,6.27,0.79,22.6,2.35,5.32,30.55,61.25,0.3,339.0,10.25,,-0.2,0.53,0.0,17.48
2023-01-14 05:00:00,2023-01-14 06:00:00,52.75,66.0,6.05,47.2,30.0,5.6,4.88,0.75,22.67,1.9,5.2,30.55,75.75,0.3,347.5,10.5,,-0.2,0.65,0.0,17.27
2023-01-14 06:00:00,2023-01-14 07:00:00,56.0,75.25,6.27,40.25,26.52,6.1,5.93,0.99,19.6,2.33,4.9,30.5,87.5,0.3,342.5,14.75,,-0.2,0.82,0.0,17.2
2023-01-14 07:00:00,2023-01-14 08:00:00,63.25,90.5,50.48,56.45,71.02,9.03,8.12,1.42,13.22,3.47,6.73,30.55,87.0,0.3,339.5,54.5,,-0.2,1.07,0.0,17.8
2023-01-14 08:00:00,2023-01-14 09:00:00,69.0,98.0,41.12,56.08,63.3,4.93,9.33,1.06,15.88,5.27,11.15,30.57,73.5,0.3,328.25,179.75,,-0.2,1.45,0.0,20.72
2023-01-14 09:00:00,2023-01-14 10:00:00,42.75,65.0,25.4,50.4,47.47,5.1,8.57,0.92,19.1,4.65,12.25,30.65,64.0,0.33,246.25,376.0,,-0.2,1.23,0.0,23.43
2023-01-14 10:00:00,2023-01-14 11:00:00,26.75,48.5,14.8,47.2,37.15,6.6,9.3,0.79,20.88,3.0,10.35,31.48,59.5,0.35,236.25,431.0,,-0.2,0.85,0.0,24.55
2023-01-14 11:00:00,2023-01-14 12:00:00,30.25,53.0,9.8,40.9,29.7,7.25,9.4,0.82,29.82,2.48,9.03,32.42,57.5,0.75,126.0,513.5,,-0.2,1.07,0.0,24.25
2023-01-14 12:00:00,2023-01-14 13:00:00,42.25,54.0,5.73,35.93,23.8,6.7,7.58,0.84,31.62,1.7,4.28,32.67,52.0,0.6,87.5,528.0,,-0.2,0.82,0.0,25.27
2023-01-14 13:00:00,2023-01-14 14:00:00,41.25,57.75,6.1,34.45,23.32,6.15,6.35,0.75,34.35,1.58,3.25,31.82,52.75,0.83,167.75,112.5,,-0.2,1.0,0.0,24.5
2023-01-14 14:00:00,2023-01-14 15:00:00,46.25,68.0,6.12,36.25,24.25,6.98,6.75,0.76,34.65,1.7,4.78,31.4,54.0,0.85,170.75,42.25,,-0.2,1.12,0.0,23.88
2023-01-14 15:00:00,2023-01-14 16:00:00,47.75,83.0,9.22,41.88,29.77,6.75,6.88,0.7,29.38,1.52,3.0,31.02,54.25,0.65,157.5,75.75,,-0.2,0.95,0.0,23.98
2023-01-14 16:00:00,2023-01-14 17:00:00,40.5,54.75,10.25,45.7,32.62,6.43,7.12,0.71,28.57,1.43,2.17,30.73,58.0,0.73,127.25,26.75,,-0.2,0.6,0.0,23.18
2023-01-14 17:00:00,2023-01-14 18:00:00,43.75,56.75,24.98,66.17,55.58,7.27,7.2,0.96,21.43,1.35,2.15,30.48,64.25,0.35,180.25,19.25,,-0.2,0.7,0.0,21.88
2023-01-14 18:00:00,2023-01-14 19:00:00,62.0,81.5,49.88,84.88,85.75,7.48,7.67,1.36,14.2,2.12,4.57,30.5,69.5,0.33,244.25,11.25,,-0.2,1.45,0.0,20.7
2023-01-14 19:00:00,2023-01-14 20:00:00,73.5,103.25,52.65,87.05,89.1,6.65,7.53,1.3,13.7,3.27,6.05,30.45,73.25,0.33,213.25,11.0,,-0.2,2.05,0.0,20.12
2023-01-14 20:00:00,2023-01-14 21:00:00,72.5,102.25,61.22,84.05,94.48,5.32,7.4,1.25,12.83,4.7,9.78,30.45,75.25,0.4,241.25,11.0,,-0.2,1.6,0.0,19.93
2023-01-14 21:00:00,2023-01-14 22:00:00,69.75,99.25,47.8,76.58,79.53,3.38,6.6,1.0,14.73,4.98,12.2,30.45,77.25,0.35,147.5,11.0,,-0.2,2.02,0.0,19.38
2023-01-14 22:00:00,2023-01-14 23:00:00,55.75,77.0,36.4,67.45,65.47,4.88,5.4,0.81,17.02,3.1,7.2,30.45,80.75,0.3,201.5,11.0,,-0.2,1.4,0.0,18.92
2023-01-14 23:00:00,2023-01-15 00:00:00,50.25,68.5,37.0,73.2,69.0,5.25,5.35,0.65,12.03,2.78,6.05,30.5,77.75,0.3,,11.0,,-0.2,0.95,0.0,18.4
2023-01-15 00:00:00,2023-01-15 01:00:00,48.25,66.5,35.73,72.65,67.67,5.45,4.33,0.86,9.75,1.65,3.42,30.45,83.0,0.3,,12.0,,-0.2,0.88,0.0,17.88
